int.rate,fico,not.fully.paid
0.1183,697,0
0.1496,662,1
0.1183,732,0
0.1287,692,0
0.0774,777,0
0.1114,772,0
0.1183,717,0
0.1183,712,0
0.1253,722,0
0.1322,687,0
0.1357,677,0
0.0894,737,0
0.1461,742,0
0.1114,712,0
0.1183,712,0
0.0894,782,0
0.1496,662,1
0.1357,677,0
0.1148,732,0
0.1348,692,0
0.1531,662,0
0.0894,757,0
0.0894,777,0
0.1913,667,0
0.0894,762,0
0.0894,772,1
0.1357,712,1
0.1322,772,0
0.1114,752,0
0.1322,692,0
0.1496,697,1
0.0894,727,0
0.0774,752,0
0.1287,677,0
0.1287,692,0
0.0859,792,0
0.1218,707,0
0.1253,732,0
0.1253,717,0
0.1287,717,0
0.1287,717,0
0.1218,707,1
0.1531,682,0
0.1496,697,1
0.1322,687,1
0.0894,722,0
0.1183,727,0
0.1148,742,0
0.1114,662,0
0.1461,677,1
0.1287,687,0
0.1531,672,0
0.1322,687,0
0.1426,692,0
0.1565,662,0
0.1392,787,0
0.1287,687,0
0.1531,712,0
0.1253,707,0
0.1287,702,0
0.1287,687,0
0.1114,752,0
0.1322,682,0
0.1426,682,0
0.1183,702,0
0.0859,762,0
0.1114,762,0
0.1461,712,0
0.1218,717,1
0.1357,682,0
0.1461,667,1
0.1635,707,0
0.0859,777,0
0.1496,667,0
0.1809,697,0
0.0859,732,0
0.1287,687,0
0.1357,702,0
0.1183,742,0
0.1218,702,0
0.1947,662,0
0.1322,677,0
0.074,777,0
0.074,772,0
0.1114,717,0
0.1148,702,0
0.1183,712,0
0.1531,662,0
0.1461,667,0
0.1392,697,0
0.167,672,0
0.0894,717,0
0.0859,757,0
0.1426,667,0
0.1218,717,0
0.1148,732,0
0.1947,667,1
0.1183,777,0
0.1253,697,0
0.1357,717,0
0.1322,682,0
0.1183,712,0
0.1287,677,0
0.1148,772,0
0.1496,662,1
0.0859,802,0
0.0774,752,0
0.0774,787,0
0.1253,712,0
0.074,772,0
0.0774,807,0
0.1322,687,1
0.1322,767,0
0.1114,722,0
0.1322,677,0
0.1357,677,0
0.1183,702,0
0.1114,757,0
0.1322,697,0
0.1322,692,1
0.1426,687,0
0.1426,687,0
0.1322,677,0
0.1253,697,0
0.1114,797,0
0.1148,752,0
0.0774,752,0
0.1392,672,0
0.1426,667,0
0.1287,677,0
0.0894,737,0
0.1218,742,0
0.1392,702,0
0.0859,737,0
0.1357,712,0
0.1357,687,0
0.1774,692,1
0.0894,732,0
0.1426,682,0
0.1148,732,0
0.1218,727,0
0.1426,677,0
0.1253,732,0
0.1357,702,1
0.0859,802,0
0.0859,747,0
0.1426,687,0
0.0774,737,0
0.1392,712,0
0.0894,787,0
0.16,722,0
0.1218,742,0
0.0894,742,0
0.1322,682,0
0.1287,687,0
0.0751,727,0
0.1461,662,0
0.16,677,0
0.1461,662,0
0.1426,662,1
0.1183,777,0
0.1947,697,1
0.1183,712,0
0.1218,717,0
0.1496,667,0
0.074,777,0
0.1287,697,0
0.1392,682,0
0.0774,757,0
0.0774,802,0
0.1496,742,0
0.2052,677,1
0.1287,717,0
0.1461,712,0
0.1496,687,0
0.1392,677,0
0.1218,732,0
0.1253,692,0
0.0774,767,0
0.1357,687,1
0.074,762,0
0.0894,732,0
0.1148,707,0
0.1461,772,0
0.0894,757,0
0.1183,777,1
0.167,747,1
0.0894,762,0
0.1218,722,0
0.1461,667,0
0.1114,737,1
0.1496,707,0
0.1114,722,0
0.1322,707,1
0.1287,687,0
0.1565,667,0
0.1392,697,0
0.0751,792,0
0.1148,737,1
0.1635,672,0
0.1253,697,0
0.1183,737,0
0.0859,747,0
0.0859,777,0
0.0859,737,0
0.074,792,0
0.1982,677,0
0.1114,732,0
0.1253,752,0
0.0859,787,0
0.1461,747,0
0.1461,677,0
0.1148,712,0
0.1218,712,0
0.0894,782,0
0.1531,682,0
0.1253,692,0
0.1253,692,0
0.0894,757,0
0.0859,787,1
0.0894,752,0
0.074,812,0
0.0859,757,0
0.1114,742,0
0.1426,672,1
0.0894,762,0
0.16,667,0
0.0705,727,0
0.1357,692,1
0.074,762,0
0.0894,737,0
0.1148,777,0
0.1218,757,0
0.1183,792,0
0.1496,707,0
0.1183,812,0
0.1704,662,0
0.1253,707,0
0.0894,727,0
0.0705,772,1
0.1287,717,0
0.1218,772,0
0.0774,757,0
0.0774,807,0
0.1253,727,0
0.0894,792,0
0.0859,782,0
0.1287,687,0
0.1461,667,0
0.1148,722,0
0.074,772,0
0.074,702,0
0.1531,667,0
0.0894,747,0
0.1287,722,0
0.1099,742,0
0.2121,667,0
0.1114,772,0
0.1183,757,0
0.1183,757,0
0.1392,707,0
0.1148,732,0
0.0774,707,0
0.0894,757,0
0.1183,752,0
0.1114,712,0
0.1148,737,0
0.1913,702,0
0.1183,792,0
0.1287,687,0
0.1426,707,0
0.1426,707,0
0.1183,812,0
0.1148,737,0
0.0774,757,0
0.074,777,0
0.1218,757,0
0.1148,792,0
0.1565,667,0
0.0774,782,0
0.1287,682,0
0.1531,667,0
0.1496,707,0
0.1148,812,0
0.0894,757,0
0.1183,747,0
0.0859,797,0
0.1253,717,1
0.1218,702,0
0.0859,757,1
0.1357,687,0
0.1426,687,0
0.0705,712,0
0.1287,767,0
0.1218,692,0
0.1114,767,0
0.1183,757,0
0.1183,792,0
0.0894,777,0
0.1385,697,0
0.0705,792,0
0.0705,722,0
0.1148,702,0
0.1287,692,0
0.1322,712,0
0.0894,797,0
0.1426,707,0
0.1183,812,0
0.0894,767,0
0.0894,782,0
0.1287,737,1
0.0705,802,0
0.1148,747,0
0.1114,732,0
0.1183,692,0
0.1148,712,0
0.167,682,0
0.0894,767,0
0.1218,757,0
0.1148,792,0
0.1426,707,0
0.1114,722,0
0.1253,682,0
0.1357,672,1
0.1183,812,0
0.1183,757,0
0.1183,792,0
0.1183,737,0
0.1496,707,0
0.1183,812,0
0.1253,712,0
0.1114,757,0
0.0988,797,0
0.0705,737,0
0.1253,707,0
0.1183,757,0
0.1148,792,0
0.1496,707,0
0.1183,812,0
0.1287,687,0
0.16,687,1
0.1025,747,0
0.1253,687,0
0.1183,757,0
0.1148,792,0
0.1496,707,0
0.1183,812,0
0.1183,727,0
0.1322,687,0
0.1322,687,0
0.0705,752,1
0.074,697,0
0.1183,772,0
0.1218,702,1
0.1114,757,0
0.1253,692,0
0.1273,712,0
0.1461,672,0
0.1496,677,0
0.1148,722,0
0.1099,737,0
0.1287,687,0
0.0705,732,1
0.0705,807,0
0.0705,787,0
0.1287,712,0
0.1774,707,0
0.1114,732,0
0.1287,687,0
0.1531,687,0
0.074,772,0
0.1218,737,0
0.1114,722,0
0.1183,712,0
0.1635,757,0
0.1287,707,0
0.1322,712,0
0.1531,732,0
0.1385,682,0
0.1253,797,0
0.0894,757,0
0.0894,777,0
0.1607,667,0
0.1183,747,0
0.1218,737,0
0.1739,662,0
0.1218,707,1
0.1635,717,1
0.1774,662,0
0.1218,697,1
0.1496,667,0
0.1607,702,0
0.1426,692,0
0.1183,807,0
0.0894,757,0
0.1114,782,0
0.0894,747,0
0.1114,727,0
0.1531,697,0
0.074,772,0
0.1913,687,0
0.1218,707,1
0.16,707,0
0.1273,697,0
0.0774,812,0
0.074,787,0
0.0774,782,0
0.1148,717,0
0.0859,752,0
0.1148,742,0
0.1357,697,0
0.16,707,0
0.1183,767,0
0.1183,707,0
0.1114,732,0
0.1322,682,0
0.1218,747,0
0.074,772,0
0.1218,742,0
0.1565,662,1
0.1287,722,0
0.0859,742,0
0.1218,722,0
0.0894,782,0
0.1426,742,0
0.1531,667,0
0.1739,672,0
0.1253,702,0
0.0894,727,0
0.0894,742,0
0.1183,737,1
0.1025,712,0
0.0894,737,0
0.1322,707,0
0.1426,702,0
0.1183,717,0
0.1218,737,0
0.1183,692,0
0.1136,697,0
0.1148,732,1
0.1253,717,0
0.1392,742,0
0.1062,707,0
0.1183,727,0
0.1565,662,0
0.1025,717,0
0.1114,782,0
0.1183,712,0
0.1183,717,1
0.167,677,0
0.0774,787,0
0.1114,772,0
0.1025,782,0
0.0859,752,0
0.0894,777,0
0.0859,742,0
0.0774,747,0
0.16,687,0
0.1739,672,0
0.1461,682,1
0.1843,662,1
0.1357,687,0
0.0859,742,0
0.1183,722,0
0.167,692,1
0.1218,737,0
0.0774,752,0
0.1426,672,0
0.1148,747,0
0.1183,732,0
0.1253,712,0
0.1114,747,0
0.1565,752,1
0.1114,742,0
0.1148,747,0
0.1218,727,0
0.1148,737,0
0.1287,692,0
0.1287,702,0
0.1253,727,0
0.1183,732,0
0.1496,702,0
0.1148,772,0
0.0859,752,0
0.1114,717,0
0.1253,692,0
0.1392,687,0
0.1357,682,0
0.1253,717,0
0.1496,677,0
0.1114,767,1
0.16,697,0
0.0859,782,0
0.1565,687,0
0.1183,722,0
0.1392,687,0
0.1148,722,0
0.1218,732,0
0.0859,772,0
0.0894,722,0
0.1461,662,0
0.1392,702,0
0.1426,682,0
0.1461,682,0
0.1426,687,0
0.0859,757,0
0.1635,702,0
0.1461,672,0
0.1287,682,0
0.1426,667,1
0.1809,672,0
0.1287,697,1
0.0774,757,0
0.1114,737,0
0.0894,742,0
0.1114,737,0
0.1531,692,0
0.1183,737,1
0.1183,712,0
0.0894,747,0
0.1148,752,0
0.1183,757,0
0.1426,677,0
0.1287,697,0
0.1719,667,0
0.0859,757,1
0.0774,772,0
0.1392,677,0
0.1774,662,0
0.1183,762,0
0.1218,687,0
0.1114,722,0
0.1531,732,0
0.0859,737,0
0.1719,687,0
0.0705,782,0
0.1253,702,0
0.074,762,0
0.1531,702,0
0.1183,757,0
0.1183,757,0
0.1426,702,1
0.0774,747,0
0.0705,772,0
0.16,662,0
0.1253,702,0
0.1148,742,0
0.1183,712,0
0.1496,672,0
0.1183,752,0
0.1253,707,0
0.1496,677,1
0.1253,767,0
0.074,787,0
0.1322,707,0
0.0894,727,0
0.1461,687,1
0.0894,732,0
0.0774,777,0
0.0774,797,0
0.1322,807,0
0.167,692,0
0.1496,687,0
0.1357,692,0
0.0894,732,0
0.1461,662,1
0.1392,762,0
0.1565,712,0
0.1392,677,0
0.1218,707,0
0.1461,672,0
0.0894,737,0
0.0859,782,0
0.1531,662,0
0.0774,777,0
0.0894,787,0
0.1183,732,0
0.1461,667,1
0.1461,677,0
0.1148,712,1
0.167,692,1
0.1496,692,0
0.1357,692,0
0.1218,697,0
0.16,717,1
0.0894,757,0
0.1183,702,0
0.1843,672,1
0.0714,807,0
0.1148,782,0
0.1287,737,0
0.1218,717,0
0.0639,782,0
0.1461,682,0
0.0774,767,0
0.1287,697,1
0.0859,787,0
0.1531,662,0
0.1357,687,0
0.1287,687,0
0.1183,702,0
0.1183,702,1
0.1114,722,0
0.1183,707,0
0.1183,697,0
0.1496,742,0
0.1496,672,0
0.1183,727,0
0.1496,677,1
0.1357,677,0
0.0894,747,0
0.1635,672,0
0.1461,687,0
0.1114,732,0
0.1148,712,0
0.1114,727,0
0.1183,722,0
0.1426,662,0
0.1253,722,1
0.1253,707,1
0.0859,752,0
0.1136,722,0
0.167,667,0
0.1357,692,0
0.0894,732,0
0.1287,737,0
0.1459,672,1
0.1183,722,1
0.1357,682,0
0.1148,727,0
0.1148,777,0
0.1114,717,0
0.1322,722,0
0.0894,787,0
0.0859,747,0
0.1136,767,0
0.1843,667,1
0.1348,677,0
0.0894,777,0
0.1114,722,0
0.1218,737,0
0.1809,682,0
0.1357,692,0
0.1025,732,0
0.1426,702,1
0.1357,677,0
0.1183,742,0
0.1253,677,0
0.1357,682,0
0.0774,772,0
0.1114,757,1
0.0859,757,0
0.1253,697,0
0.1645,682,1
0.1531,702,1
0.0988,762,0
0.1392,692,0
0.0774,742,0
0.1496,677,0
0.1739,747,1
0.1287,697,0
0.0859,742,0
0.1148,762,0
0.1148,722,0
0.1565,722,0
0.0774,757,0
0.1704,677,0
0.0859,767,0
0.1704,717,1
0.1218,692,0
0.1357,687,1
0.0774,792,0
0.0774,777,0
0.1148,732,0
0.1392,687,0
0.1322,727,0
0.16,662,0
0.1218,712,0
0.0859,757,0
0.0894,762,0
0.0774,737,0
0.0774,767,0
0.074,792,0
0.0859,782,0
0.1531,697,1
0.1287,702,0
0.1739,697,0
0.1148,742,0
0.1809,677,1
0.1114,747,0
0.0894,777,0
0.0774,747,0
0.1218,732,0
0.1253,702,0
0.1218,727,0
0.1645,662,0
0.1253,702,0
0.1218,737,0
0.0894,752,0
0.0894,782,1
0.1565,732,0
0.1392,687,0
0.0894,722,0
0.1426,677,0
0.1385,677,0
0.1218,802,1
0.1114,727,0
0.1392,702,0
0.1565,687,0
0.1322,722,0
0.0859,747,0
0.0774,742,0
0.1392,692,0
0.167,662,1
0.1607,727,0
0.1253,682,0
0.1062,722,0
0.0894,722,0
0.1218,737,1
0.1218,762,0
0.0774,792,0
0.1253,722,0
0.1218,697,0
0.1531,682,0
0.1357,687,0
0.1635,672,0
0.1461,712,0
0.1704,687,0
0.16,662,0
0.1322,687,0
0.1183,707,0
0.1287,722,0
0.1357,682,0
0.1357,687,0
0.1287,717,0
0.0894,742,0
0.0894,797,0
0.1183,712,0
0.1322,677,0
0.1357,762,0
0.1183,737,0
0.1218,692,0
0.1148,722,0
0.1148,712,0
0.1426,682,0
0.1322,692,0
0.1913,667,0
0.0859,782,0
0.1392,692,0
0.0859,747,1
0.1426,742,1
0.1062,717,0
0.1461,732,0
0.1357,677,0
0.0774,767,0
0.1565,702,0
0.1322,692,0
0.1426,692,0
0.1565,767,0
0.0774,757,0
0.1287,692,0
0.1461,702,0
0.1253,727,0
0.1565,677,1
0.1287,692,0
0.1645,692,0
0.1322,687,0
0.1287,802,1
0.1385,692,0
0.1148,722,0
0.0788,722,0
0.1426,682,0
0.0894,752,0
0.1287,692,1
0.1322,687,0
0.1392,687,0
0.1635,667,0
0.1114,717,0
0.1183,732,0
0.1253,752,0
0.0774,767,0
0.0988,752,0
0.0774,767,0
0.1496,662,0
0.1392,692,0
0.0859,762,0
0.1114,737,0
0.1322,697,0
0.1148,717,0
0.1311,692,0
0.1253,697,1
0.1531,697,0
0.0988,762,0
0.0788,752,0
0.1392,672,0
0.1635,697,0
0.0859,752,0
0.0751,757,0
0.1148,702,0
0.1136,702,0
0.1218,697,0
0.1099,702,0
0.0894,727,0
0.1461,667,0
0.1099,687,0
0.0774,757,0
0.1136,717,0
0.0788,742,0
0.0676,782,0
0.1025,732,0
0.1136,727,0
0.1496,662,0
0.0751,767,0
0.0676,752,0
0.1533,672,0
0.1062,737,0
0.1385,682,0
0.1645,662,0
0.1025,717,0
0.0788,747,0
0.1459,677,0
0.1311,672,0
0.1385,677,1
0.1645,692,0
0.0788,722,0
0.1062,737,0
0.1025,707,0
0.0788,737,0
0.0988,717,0
0.1136,717,0
0.1025,727,0
0.1099,757,0
0.0751,787,0
0.0751,742,0
0.0714,762,0
0.1311,692,0
0.1025,712,0
0.1348,667,0
0.1348,702,0
0.157,662,0
0.1645,682,0
0.1459,677,0
0.1533,732,0
0.1099,732,0
0.0988,732,0
0.1422,707,0
0.1311,702,1
0.1136,687,1
0.1533,672,0
0.1025,787,0
0.1422,682,0
0.1645,667,1
0.1385,682,0
0.1273,717,1
0.0788,727,0
0.1533,672,0
0.1385,707,0
0.1719,662,0
0.1025,752,0
0.1348,682,0
0.1311,732,1
0.1385,707,1
0.1099,717,0
0.0788,737,0
0.1025,737,0
0.0988,797,0
0.0788,772,0
0.0714,752,0
0.0751,802,0
0.1099,807,0
0.0714,787,0
0.1273,747,0
0.1385,692,1
0.1273,682,0
0.1645,717,0
0.1273,697,0
0.1273,727,0
0.1025,732,0
0.1385,682,0
0.1099,797,0
0.1385,682,0
0.1422,697,1
0.0988,757,0
0.1062,722,1
0.1348,677,0
0.1348,667,0
0.1062,792,0
0.1311,707,0
0.1533,672,0
0.0788,747,0
0.0788,762,0
0.1025,727,0
0.1311,702,0
0.1136,727,0
0.1422,707,0
0.1136,687,0
0.1311,692,0
0.1025,702,0
0.1273,692,0
0.1533,667,0
0.1496,702,0
0.0788,772,0
0.1904,712,0
0.1793,672,1
0.1136,682,0
0.1348,682,0
0.0788,767,0
0.1025,762,0
0.0714,742,0
0.1422,692,0
0.1533,697,0
0.0788,787,0
0.1459,682,0
0.1025,727,0
0.1099,697,0
0.1311,687,0
0.1114,722,0
0.0714,767,0
0.1136,697,0
0.1062,702,0
0.1062,712,0
0.1273,717,1
0.0751,787,0
0.1099,702,0
0.1348,742,0
0.1273,697,0
0.1025,732,0
0.1062,707,0
0.1385,712,0
0.1348,697,1
0.1025,762,0
0.0774,742,0
0.1062,732,0
0.1062,717,0
0.0988,722,0
0.1025,717,0
0.0714,767,0
0.1459,677,0
0.0788,717,0
0.1385,697,0
0.1348,697,0
0.0714,762,0
0.1099,712,0
0.0788,717,0
0.1533,677,0
0.1136,697,0
0.1348,702,0
0.0788,727,0
0.1645,677,1
0.1062,762,0
0.1099,752,0
0.1136,702,0
0.1533,667,0
0.0788,777,0
0.1459,677,0
0.0751,792,0
0.1385,697,0
0.1273,687,0
0.1062,707,0
0.0714,732,0
0.1099,722,0
0.1025,717,0
0.1311,687,1
0.1385,702,0
0.1136,717,0
0.1062,732,0
0.1136,732,0
0.1459,712,0
0.1062,717,0
0.1062,717,0
0.0714,772,0
0.0751,742,0
0.0988,752,0
0.1348,687,1
0.0988,792,0
0.1273,702,0
0.1136,742,0
0.0788,752,0
0.1273,722,0
0.1136,727,0
0.1136,697,0
0.1422,687,0
0.1136,717,0
0.1025,737,0
0.0788,737,0
0.0788,747,0
0.1385,712,0
0.1099,742,0
0.1273,697,0
0.0788,747,0
0.1311,707,0
0.1025,737,0
0.1099,737,0
0.0988,747,0
0.1422,707,1
0.1385,687,0
0.1273,722,0
0.0988,737,0
0.1025,717,0
0.1422,682,0
0.1385,697,1
0.1496,687,0
0.1273,712,0
0.0788,807,0
0.1025,712,0
0.1025,702,0
0.1099,697,0
0.0751,787,0
0.1348,682,0
0.1385,677,0
0.1025,742,0
0.0751,777,0
0.1136,687,0
0.1099,707,0
0.1311,677,1
0.157,662,0
0.0788,727,0
0.157,692,0
0.1099,707,0
0.0751,757,0
0.1273,677,0
0.0788,772,0
0.1459,687,0
0.1099,742,0
0.0788,717,0
0.0788,762,0
0.1385,692,1
0.1385,682,0
0.1136,732,0
0.0714,762,0
0.1062,757,0
0.1533,677,0
0.1385,692,0
0.1025,742,0
0.0788,722,0
0.1099,752,0
0.1136,692,0
0.1099,727,0
0.1533,682,1
0.0751,742,0
0.1496,672,0
0.1273,697,0
0.0714,747,0
0.1025,722,0
0.1025,712,0
0.1099,722,0
0.1311,707,0
0.1136,687,0
0.1099,697,0
0.1311,692,0
0.1273,702,0
0.1099,712,0
0.209,662,1
0.1062,762,0
0.1136,732,0
0.1422,692,0
0.1459,692,0
0.1422,677,0
0.0714,732,0
0.0988,732,0
0.1607,697,0
0.1496,687,0
0.1348,702,0
0.1025,747,0
0.0788,727,0
0.1099,717,0
0.1385,697,0
0.1311,692,0
0.157,682,0
0.0788,732,0
0.1496,677,0
0.1311,717,0
0.1348,682,0
0.1136,712,0
0.1607,697,0
0.1533,662,0
0.1719,667,1
0.1099,732,0
0.1496,682,0
0.0751,727,1
0.1099,707,0
0.157,687,0
0.1025,702,0
0.1273,687,0
0.1533,702,1
0.1496,677,0
0.1348,677,0
0.1533,687,0
0.157,672,0
0.0788,737,1
0.0751,732,0
0.1025,712,0
0.1459,717,1
0.157,662,0
0.1136,722,0
0.1311,687,0
0.1311,692,0
0.1136,697,0
0.1099,757,0
0.1273,722,1
0.2016,667,0
0.1136,727,0
0.1496,662,1
0.1025,772,0
0.1719,667,0
0.157,717,0
0.0676,787,0
0.1062,727,0
0.1099,717,0
0.1459,682,0
0.1533,697,0
0.1496,667,0
0.1645,677,0
0.1385,677,1
0.1136,687,0
0.1099,712,0
0.1273,722,1
0.1496,687,0
0.1682,662,0
0.1348,697,1
0.0788,742,0
0.1422,667,0
0.1496,722,0
0.1025,717,0
0.1025,717,0
0.0988,722,0
0.0714,777,0
0.1136,687,1
0.1459,692,0
0.157,672,0
0.1348,707,0
0.1136,687,0
0.157,667,0
0.1062,782,0
0.1025,707,0
0.1136,707,1
0.1136,717,0
0.0788,722,1
0.0788,757,0
0.1607,747,0
0.0988,732,0
0.1793,662,0
0.0714,767,0
0.1062,742,0
0.1311,717,0
0.0751,742,0
0.0676,757,0
0.1062,732,0
0.1348,697,0
0.1099,732,0
0.0788,717,0
0.1682,667,0
0.1099,692,0
0.0751,747,0
0.1311,687,0
0.1025,737,1
0.1273,687,0
0.1607,682,0
0.1459,662,0
0.1099,697,0
0.1311,702,0
0.1645,687,1
0.1136,702,0
0.183,672,1
0.1273,697,0
0.1422,712,0
0.0751,737,0
0.0788,757,0
0.1099,737,0
0.0788,752,0
0.0751,757,0
0.1422,682,0
0.1062,732,0
0.1311,697,0
0.1459,677,0
0.1496,677,0
0.1533,692,1
0.1025,747,1
0.157,662,1
0.1136,712,0
0.1385,687,0
0.1062,797,0
0.0788,727,0
0.0751,732,0
0.1273,687,0
0.0751,757,0
0.0788,767,0
0.1062,707,0
0.1099,722,0
0.0676,777,0
0.1136,727,1
0.1025,757,1
0.1025,722,0
0.1311,687,0
0.1062,752,0
0.1311,682,0
0.1025,732,0
0.1273,687,0
0.0788,747,0
0.0714,767,0
0.1136,712,0
0.0714,742,1
0.1422,682,0
0.1311,682,1
0.1496,667,0
0.1136,727,0
0.1025,722,0
0.0751,747,0
0.0714,792,0
0.1533,692,0
0.0988,757,0
0.1025,717,0
0.0714,762,0
0.0751,772,0
0.1099,702,0
0.1025,757,0
0.0988,722,0
0.1136,727,0
0.1025,702,0
0.1459,687,1
0.0988,742,0
0.1311,712,0
0.1348,682,0
0.0988,757,0
0.0988,742,0
0.1311,687,0
0.1099,737,0
0.1533,677,0
0.1025,757,0
0.1136,707,0
0.1273,697,0
0.1062,807,0
0.0788,742,0
0.0988,757,0
0.1273,692,0
0.1099,722,0
0.0751,782,0
0.1136,722,0
0.1136,697,0
0.1496,672,1
0.1311,697,0
0.1273,722,0
0.1273,702,0
0.1422,682,0
0.0988,732,0
0.1273,687,0
0.1099,712,0
0.1311,692,0
0.1273,717,0
0.1496,707,0
0.1136,727,0
0.1025,752,0
0.1099,722,0
0.1136,707,0
0.0751,752,0
0.1136,712,0
0.1273,692,1
0.1273,717,0
0.1099,727,0
0.1273,712,0
0.1025,717,0
0.0988,737,0
0.0788,782,0
0.0788,762,0
0.1533,672,0
0.1273,697,0
0.1941,672,0
0.0676,777,0
0.0714,752,0
0.1496,682,0
0.0788,752,0
0.0788,782,0
0.0988,757,0
0.1099,687,0
0.157,662,0
0.1348,702,0
0.1348,737,0
0.0714,747,0
0.1459,692,1
0.1348,682,1
0.1496,662,0
0.1385,687,0
0.1496,667,0
0.1025,752,0
0.0714,752,0
0.0676,777,0
0.0639,782,0
0.0988,727,0
0.1385,707,1
0.1062,712,0
0.0788,792,0
0.0714,777,0
0.1062,737,0
0.1273,697,0
0.1099,737,0
0.1273,707,0
0.1099,687,0
0.0676,752,0
0.1311,697,0
0.1025,797,0
0.1459,687,0
0.1062,707,1
0.1607,672,1
0.1496,687,0
0.0639,772,0
0.0988,727,0
0.1533,677,0
0.0988,717,0
0.1311,687,0
0.1533,677,0
0.0788,747,0
0.1273,712,0
0.1136,712,1
0.0788,792,0
0.157,672,0
0.1273,677,0
0.157,672,0
0.0788,752,0
0.0988,722,0
0.1459,707,0
0.0714,797,0
0.1459,682,0
0.1273,687,0
0.1062,692,1
0.1062,727,0
0.0751,752,0
0.0988,762,0
0.1422,677,0
0.0751,737,0
0.0988,737,0
0.1273,682,1
0.1025,702,0
0.1136,707,0
0.1099,722,0
0.1025,787,0
0.1311,672,0
0.1025,732,0
0.1025,717,1
0.1136,702,0
0.1311,697,0
0.1025,762,0
0.0788,737,0
0.1273,712,0
0.1459,707,0
0.1311,747,0
0.1273,707,0
0.0988,762,0
0.183,752,0
0.1719,662,0
0.1062,787,0
0.0751,772,0
0.1348,687,0
0.1348,677,0
0.1793,677,0
0.1311,682,0
0.1311,682,0
0.1645,667,0
0.1756,672,0
0.1062,707,0
0.1311,702,0
0.1348,687,0
0.1459,662,0
0.0988,717,0
0.1099,722,0
0.0988,757,0
0.1422,667,0
0.1645,667,0
0.1062,722,0
0.1459,697,0
0.1025,717,0
0.1136,722,0
0.1496,682,0
0.1099,692,0
0.0788,737,0
0.1062,722,0
0.1099,742,0
0.1311,692,0
0.1311,697,0
0.0751,737,0
0.0639,777,0
0.0751,762,0
0.1607,672,0
0.1099,707,0
0.1136,727,0
0.1311,692,0
0.1273,742,0
0.0751,747,0
0.1422,672,0
0.1273,702,0
0.1062,722,0
0.1136,692,0
0.1348,702,0
0.1422,677,0
0.1062,747,0
0.0988,727,0
0.1385,687,0
0.0714,797,0
0.1273,692,0
0.1025,712,0
0.1136,727,0
0.0988,727,0
0.1348,692,0
0.1273,682,0
0.1062,762,0
0.0714,752,0
0.0788,737,0
0.1099,697,0
0.1099,687,0
0.0751,767,0
0.1025,712,0
0.1136,707,0
0.1025,712,0
0.1422,702,0
0.1422,697,1
0.1385,672,0
0.0751,742,0
0.0676,772,0
0.1025,732,0
0.1062,722,0
0.1348,682,0
0.1311,742,1
0.1062,702,0
0.0788,742,0
0.1348,692,0
0.0714,772,0
0.0988,717,0
0.1904,667,0
0.0788,777,0
0.1025,707,0
0.1099,752,1
0.1461,682,1
0.1496,712,1
0.1322,692,1
0.1704,692,1
0.1565,722,1
0.1385,722,1
0.1385,697,1
0.1218,717,1
0.1095,742,1
0.1287,677,1
0.16,667,1
0.1821,662,1
0.1533,667,1
0.1025,702,1
0.1189,742,1
0.1739,697,1
0.1114,737,1
0.1379,717,1
0.1287,757,1
0.1608,642,0
0.1608,647,1
0.16,682,0
0.164,677,1
0.1482,652,1
0.1482,652,1
0.138,662,0
0.1482,657,1
0.1703,672,0
0.1324,697,0
0.1229,672,0
0.1229,672,0
0.1387,657,0
0.1387,652,0
0.1671,667,0
0.0775,772,0
0.0838,742,0
0.0807,742,0
0.0933,712,0
0.0933,707,0
0.1154,697,1
0.1028,702,0
0.0964,697,0
0.0996,692,0
0.1028,687,0
0.1122,687,0
0.0964,712,1
0.0996,687,0
0.1249,707,1
0.0933,712,0
0.0901,717,0
0.0775,802,0
0.0775,802,0
0.0743,802,0
0.1122,742,0
0.0712,772,0
0.0838,722,1
0.0743,797,0
0.0743,787,0
0.0775,757,0
0.1407,642,0
0.1091,672,0
0.1122,672,0
0.0901,707,0
0.0964,697,0
0.1059,697,0
0.0712,802,0
0.147,652,0
0.0964,707,0
0.1312,662,0
0.1312,657,0
0.128,647,0
0.1312,672,1
0.1501,672,1
0.1059,727,0
0.1691,657,0
0.1438,642,1
0.1091,682,0
0.1186,687,1
0.1312,652,0
0.147,647,0
0.1028,682,0
0.1249,652,0
0.1249,662,0
0.1438,632,1
0.1533,652,0
0.1122,692,1
0.1438,632,0
0.1596,642,0
0.1438,642,0
0.147,637,0
0.1754,612,0
0.1249,662,0
0.1501,652,0
0.1059,682,0
0.1217,667,0
0.1375,667,1
0.1343,647,0
0.1533,642,1
0.1407,642,0
0.1091,697,0
0.0996,702,0
0.1501,647,1
0.1691,647,1
0.1722,642,1
0.1438,672,0
0.1628,662,1
0.128,667,0
0.1091,682,1
0.1691,667,1
0.1533,682,1
0.1501,657,0
0.0838,737,0
0.0743,802,0
0.0996,692,1
0.1375,647,0
0.1786,652,0
0.1691,637,1
0.147,647,0
0.1343,667,0
0.0964,757,0
0.1565,642,1
0.1091,677,0
0.1217,712,0
0.0807,737,0
0.0838,732,0
0.1186,667,0
0.147,667,0
0.1249,667,0
0.1596,647,1
0.0743,747,1
0.1501,647,0
